variable,correlation,abs_correlation
v2cltrnslw_ord_codelow,-0.7737777735366812,0.7737777735366812
v2lgcrrpt_osp_codehigh,-0.7685154737203195,0.7685154737203195
v2x_rule_codehigh,-0.767025967555759,0.767025967555759
e_v2x_pubcorr_5C,0.7652738462681109,0.7652738462681109
e_v2x_execorr_3C,0.7634618396682918,0.7634618396682918
v2mecorrpt_codehigh,-0.7624372176155094,0.7624372176155094
e_v2x_pubcorr_3C,0.7613922436297393,0.7613922436297393
e_v2x_execorr_4C,0.7607549472107608,0.7607549472107608
v2exembez_osp_sd,0.757736355759965,0.757736355759965
v2lgcrrpt,-0.7555611041414644,0.7555611041414644
v2jucorrdc_ord_codehigh,-0.7515097165717406,0.7515097165717406
e_wbgi_rqe,-0.7510689188211584,0.7510689188211584
v2x_neopat_codelow,0.7486388251116846,0.7486388251116846
v2xnp_client_sd,-0.7475705822441608,0.7475705822441608
v2juaccnt_ord,-0.7432522831499188,0.7432522831499188
v2mecorrpt,-0.7404784245063247,0.7404784245063247
v2x_delibdem_codelow,-0.7393927082138597,0.7393927082138597
v2excrptps_ord_codelow,-0.7346551229433006,0.7346551229433006
v2xcl_rol_sd,0.7335120910102748,0.7335120910102748
v2lgcrrpt_ord_codehigh,-0.7330727780861107,0.7330727780861107
v2jucorrdc_osp_sd,0.7314237139667112,0.7314237139667112
v2x_egaldem_codelow,-0.7307949783100903,0.7307949783100903
v2x_api_sd,0.7304034989576031,0.7304034989576031
e_v2x_pubcorr_4C,0.7289409710069555,0.7289409710069555
v2cscnsult_osp_codelow,-0.7236314191244158,0.7236314191244158
v2x_libdem_codelow,-0.7223915766428302,0.7223915766428302
v2x_delibdem,-0.7222517900462345,0.7222517900462345
v2xnp_pres_sd,-0.7211882105766724,0.7211882105766724
v2mecorrpt_osp_codelow,-0.7209598973311488,0.7209598973311488
v2x_egaldem,-0.7193730892709629,0.7193730892709629
v2juaccnt_ord_codelow,-0.719069099018916,0.719069099018916
v2x_jucon_codelow,-0.7173702541038738,0.7173702541038738
v2cscnsult_codehigh,-0.7169657575051436,0.7169657575051436
v2excrptps_ord_codehigh,-0.7162334681796364,0.7162334681796364
v2juncind_codehigh,-0.7157124650505055,0.7157124650505055
v2jucorrdc_ord,-0.7150934418137158,0.7150934418137158
v2juncind,-0.7146878057622557,0.7146878057622557
v2mecorrpt_codelow,-0.7140568598092863,0.7140568598092863
v2psprlnks_osp_codelow,-0.7139874780307428,0.7139874780307428
v2cscnsult_osp,-0.7134061585480546,0.7134061585480546
e_v2x_delibdem_5C,-0.7130176578158893,0.7130176578158893
v2juncind_osp,-0.7107742000783712,0.7107742000783712
v2lgcrrpt_codehigh,-0.7100758496363863,0.7100758496363863
v2juncind_osp_codelow,-0.7098306284557468,0.7098306284557468
v2x_mpi_codelow,-0.7093694783336919,0.7093694783336919
v2x_cspart_codelow,-0.708956200009138,0.708956200009138
e_v2x_delibdem_4C,-0.708160665612821,0.708160665612821
v2x_egaldem_codehigh,-0.7076369277915415,0.7076369277915415
v2x_libdem,-0.7074755155084275,0.7074755155084275
v2juncind_osp_codehigh,-0.7064923866753251,0.7064923866753251
v2juncind_codelow,-0.7059031609893817,0.7059031609893817
v2psprlnks,-0.7051823252114273,0.7051823252114273
v2lgcrrpt_ord,-0.705032059176958,0.705032059176958
v2cscnsult,-0.7046400914073383,0.7046400914073383
v2x_delibdem_codehigh,-0.7039826244176196,0.7039826244176196
v2mecorrpt_ord_codelow,-0.7028462082267997,0.7028462082267997
v2juhcind_osp_codelow,-0.7004122404272412,0.7004122404272412
v2psprlnks_codelow,-0.7003259563261193,0.7003259563261193
e_v2x_libdem_4C,-0.6991833348212065,0.6991833348212065
v2psprlnks_osp,-0.6985161434650052,0.6985161434650052
v2juaccnt_ord_codehigh,-0.6981708361362542,0.6981708361362542
v2clacjstm_codehigh,-0.6972481964234596,0.6972481964234596
v2mecrit_codehigh,-0.6969778828769231,0.6969778828769231
v2x_libdem_codehigh,-0.6959713722774267,0.6959713722774267
v2excrptps_ord,-0.6949454783317023,0.6949454783317023
v2x_jucon_sd,0.6945605766542173,0.6945605766542173
v2xel_frefair_sd,0.691751613376083,0.691751613376083
v2peasbepol_ord_codelow,-0.6910695174045112,0.6910695174045112
v2juhcind_codehigh,-0.6909255052444837,0.6909255052444837
v2xnp_client_codelow,0.6904416479499251,0.6904416479499251
v2psprlnks_codehigh,-0.6904146779790303,0.6904146779790303
v2mecorrpt_osp,-0.68954693517535,0.68954693517535
v2juhcind_osp,-0.6892705247381085,0.6892705247381085
e_v2x_libdem_5C,-0.6891214396391298,0.6891214396391298
v2dlconslt_ord_codehigh,-0.6889295662801412,0.6889295662801412
v2cscnsult_ord_codelow,-0.6887307476677889,0.6887307476677889
v2xdl_delib_codelow,-0.6883046502621207,0.6883046502621207
v2x_liberal_sd,0.688145392742404,0.688145392742404
v2juhcind,-0.687517069611313,0.687517069611313
v2xnp_pres_codehigh,0.6866208348909739,0.6866208348909739
v2cscnsult_osp_codehigh,-0.6858206350851732,0.6858206350851732
v2x_jucon,-0.6857910134134805,0.6857910134134805
e_fh_rol,-0.6851993649106711,0.6851993649106711
v2cscnsult_codelow,-0.6842860962119764,0.6842860962119764
v2dlconslt_ord_codelow,-0.6842676657718594,0.6842676657718594
v2juhcind_codelow,-0.6837134012488254,0.6837134012488254
v2x_mpi,-0.6830100756148946,0.6830100756148946
v2meharjrn_codehigh,-0.682927243785198,0.682927243785198
v2clacjstm_sd,-0.6811203253813312,0.6811203253813312
v2dlconslt_osp_codelow,-0.6800967564013705,0.6800967564013705
v2jucomp_codelow,-0.6796465103982584,0.6796465103982584
v2x_horacc_codelow,-0.6791292635018017,0.6791292635018017
v2x_horacc_codehigh,-0.679038098152678,0.679038098152678
v2x_horacc,-0.6789908524014424,0.6789908524014424
v2mecenefm_codehigh,-0.6789273547659511,0.6789273547659511
v2jucomp,-0.6788927854855884,0.6788927854855884
v2meharjrn_osp_codehigh,-0.6780354069981247,0.6780354069981247
e_v2x_egaldem_5C,-0.6778698779290879,0.6778698779290879
v2cscnsult_ord,-0.677823209180727,0.677823209180727
e_v2x_egaldem_4C,-0.6778046576566377,0.6778046576566377
v2psprlnks_ord_codelow,-0.6774539654588587,0.6774539654588587
v2clacjstm,-0.6762050872685783,0.6762050872685783
v2juhcind_osp_codehigh,-0.6760539774618,0.6760539774618
v2dlconslt_osp,-0.6756965768308297,0.6756965768308297
v2xpe_exlpol_sd,0.6749004031013722,0.6749004031013722
v2mecrit,-0.6747381123604461,0.6747381123604461
v2peasbepol_codehigh,-0.6743854383359736,0.6743854383359736
v2mecorrpt_ord,-0.6741803343786246,0.6741803343786246
v2meharjrn_osp,-0.6740222142014952,0.6740222142014952
v2meharjrn,-0.6714772437088513,0.6714772437088513
v2peasbepol,-0.6714256017157013,0.6714256017157013
v2dlconslt_ord,-0.6713129784364318,0.6713129784364318
v2x_regime_amb,-0.6707299281066837,0.6707299281066837
v2meharjrn_osp_codelow,-0.6699353176969277,0.6699353176969277
e_v2x_mpi_5C,-0.6692127893350334,0.6692127893350334
v2dlconslt_osp_codehigh,-0.6687474170401675,0.6687474170401675
v2jucomp_codehigh,-0.6676821804898831,0.6676821804898831
v2dlreason_osp_codelow,-0.6673132229195521,0.6673132229195521
v2stcritrecadm_codehigh,-0.6671800109282263,0.6671800109282263
v2csprtcpt_codehigh,-0.6663126671581404,0.6663126671581404
v2stcritrecadm,-0.6660784678568291,0.6660784678568291
v2stcritrecadm_osp_codelow,-0.6641710986327153,0.6641710986327153
v2edideolch_4,-0.6639825187336498,0.6639825187336498
v2x_polyarchy_codelow,-0.6639053718574255,0.6639053718574255
v2jucorrdc_ord_codelow,-0.6638883618752229,0.6638883618752229
v2peasbepol_osp_codelow,-0.6636821356140817,0.6636821356140817
v2jucomp_osp,-0.6632138026628778,0.6632138026628778
v2x_partipdem_codelow,-0.6627491802045733,0.6627491802045733
v2peasbepol_codelow,-0.6617993779569313,0.6617993779569313
v2stcritrecadm_osp,-0.6611635272872767,0.6611635272872767
v2dlreason_osp,-0.6609726935812084,0.6609726935812084
v2x_liberal_codelow,-0.6606635480426103,0.6606635480426103
v2psprlnks_osp_codehigh,-0.6605957285563478,0.6605957285563478
v2x_mpi_codehigh,-0.6604435287447186,0.6604435287447186
v2cscnsult_ord_codehigh,-0.660074781716179,0.660074781716179
v2jucomp_osp_codelow,-0.6597740550808543,0.6597740550808543
v2stcritrecadm_codelow,-0.6597687405568645,0.6597687405568645
v2clacjstw_codehigh,-0.6590194003433921,0.6590194003433921
v2mecenefm,-0.6575003105919398,0.6575003105919398
v2xdl_delib,-0.6573946226601409,0.6573946226601409
v2meharjrn_codelow,-0.657034160183829,0.657034160183829
v2xps_party_codelow,-0.656516823447747,0.656516823447747
v2dlreason_codehigh,-0.6562463883481282,0.6562463883481282
v2x_cspart,-0.6562109613404162,0.6562109613404162
v2xedvd_inpt,0.6551257338472506,0.6551257338472506
v2jucomp_osp_codehigh,-0.654974485814099,0.654974485814099
v2xnp_pres,0.6532233292721069,0.6532233292721069
v2xedvd_inpt_codehigh,0.6528323061284242,0.6528323061284242
v2peasbepol_osp,-0.6520768793959512,0.6520768793959512
v2mecorrpt_ord_codehigh,-0.6519659180417472,0.6519659180417472
v2x_gencl_sd,0.6517170753693537,0.6517170753693537
v2stcritrecadm_osp_codehigh,-0.651004869555423,0.651004869555423
e_v2x_partipdem_3C,-0.6507366472146675,0.6507366472146675
v2xed_ed_inco,0.6504974110817734,0.6504974110817734
v2dlreason,-0.6503488569602097,0.6503488569602097
v2peasjpol_codehigh,-0.6502868360588933,0.6502868360588933
v2mecorrpt_osp_codehigh,-0.6494060221001268,0.6494060221001268
e_v2x_partipdem_4C,-0.6493496698248219,0.6493496698248219
v2peasbepol_ord,-0.6492701205037749,0.6492701205037749
v2xedvd_me_ctag_codehigh,0.6490773974147224,0.6490773974147224
v2x_partip_sd,0.649011002632015,0.649011002632015
v2lgqugent,-0.6484561065085583,0.6484561065085583
v2xel_frefair_codelow,-0.6482542512739116,0.6482542512739116
v2clacjstm_codelow,-0.646816855059928,0.646816855059928
v2meharjrn_ord_codelow,-0.6458360774708694,0.6458360774708694
v2dlreason_osp_codehigh,-0.6455021912865414,0.6455021912865414
v2dlconslt_codehigh,-0.6454812037452358,0.6454812037452358
v2dlconslt,-0.6442309541231498,0.6442309541231498
v2csprtcpt,-0.6440255924640205,0.6440255924640205
v2mecrit_osp_codelow,-0.6438969261009589,0.6438969261009589
v2mecrit_codelow,-0.6437000793397305,0.6437000793397305
v2csprtcpt_osp_codelow,-0.6436417211904898,0.6436417211904898
v2xed_ed_inco_codehigh,0.6433301696998318,0.6433301696998318
e_uds_pct975,-0.6432948506340743,0.6432948506340743
v2xedvd_me_cent_codehigh,0.6431021713036691,0.6431021713036691
v2x_partipdem,-0.6426250748889188,0.6426250748889188
v2x_regime,-0.6421545011112934,0.6421545011112934
v2clacjstm_osp_codelow,-0.6419723404284106,0.6419723404284106
v2x_polyarchy,-0.6419647947140706,0.6419647947140706
v2dlreason_codelow,-0.6411827199619404,0.6411827199619404
v2clacjstw,-0.6403907005635642,0.6403907005635642
v2xed_ed_inco_codelow,0.6395256039627679,0.6395256039627679
v2juhcind_ord_codehigh,-0.6392948526687,0.6392948526687
v2psplats_codehigh,-0.6389203588064889,0.6389203588064889
v2x_liberal,-0.6388581202717919,0.6388581202717919
v2juhcind_ord,-0.6386053670015591,0.6386053670015591
v2peasjpol,-0.6383695881017644,0.6383695881017644
e_uds_median,-0.6379315116341414,0.6379315116341414
v2lginvstp_codehigh,-0.6376161915176309,0.6376161915176309
v2lgotovst_osp_codelow,-0.6376051741440377,0.6376051741440377
v2peasbepol_ord_codehigh,-0.6370897926378252,0.6370897926378252
v2mecenefm_osp_codelow,-0.6369475971510283,0.6369475971510283
v2x_horacc_osp_codelow,-0.6366815881268857,0.6366815881268857
v2lgotovst_codehigh,-0.6359735045286214,0.6359735045286214
v2mecenefm_codelow,-0.6357461261673594,0.6357461261673594
v2dlconslt_codelow,-0.6356523661554254,0.6356523661554254
v2xcl_acjst_sd,0.6355010884423826,0.6355010884423826
v2dlreason_ord,-0.6347662140632424,0.6347662140632424
v2cltrnslw_sd,-0.6345423357863206,0.6345423357863206
v2xps_party,-0.6345262218165344,0.6345262218165344
v2x_accountability_codelow,-0.633445835555629,0.633445835555629
v2x_accountability_codehigh,-0.6331821438888289,0.6331821438888289
v2x_accountability,-0.6329276596664384,0.6329276596664384
v2dlengage_ord_codehigh,-0.6325949023522005,0.6325949023522005
v2x_EDcomp_thick_codelow,-0.6325571948383035,0.6325571948383035
v2clacjstw_sd,-0.6325338322933289,0.6325338322933289
v2xedvd_inpt_codelow,0.6316719642499838,0.6316719642499838
v2psprlnks_osp_sd,0.6312484609560308,0.6312484609560308
v2edideolch_rec_osp_codelow,-0.6307918304198842,0.6307918304198842
v2peapssoc_osp,-0.6305961108284974,0.6305961108284974
v2exrescon,-0.6303278472030769,0.6303278472030769
v2xed_ed_con_codelow,-0.6302783164133389,0.6302783164133389
e_v2x_cspart_5C,-0.6299670884863648,0.6299670884863648
v2dlengage_osp_codelow,-0.6290491736229612,0.6290491736229612
v2lginvstp_ord_codehigh,-0.6288443153895725,0.6288443153895725
v2peasjpol_osp_codelow,-0.628766450947287,0.628766450947287
v2exrescon_codelow,-0.6284815008329759,0.6284815008329759
v2lginvstp_ord,-0.628259604546096,0.628259604546096
v2peasbepol_osp_codehigh,-0.6281066087590853,0.6281066087590853
v2dlreason_ord_codelow,-0.628045370748368,0.628045370748368
v2lgotovst_osp,-0.6279088512236342,0.6279088512236342
v2dlengage_ord,-0.627874208584261,0.627874208584261
v2juhcind_ord_codelow,-0.627730885361446,0.627730885361446
v2clacjstm_osp,-0.6271257528367843,0.6271257528367843
v2x_partipdem_codehigh,-0.6269161572852423,0.6269161572852423
v2exrescon_codehigh,-0.6267683218294786,0.6267683218294786
v2peapssoc_osp_codehigh,-0.6267192835540645,0.6267192835540645
v2clsocgrp_osp_codelow,-0.6264133355448142,0.6264133355448142
v2clacjstm_ord_codelow,-0.6261895912417932,0.6261895912417932
v2mecorrpt_osp_sd,0.6261276772031031,0.6261276772031031
v2lgotovst,-0.6260454956824822,0.6260454956824822
e_v2x_mpi_4C,-0.6251221274490992,0.6251221274490992
v2xlg_legcon_codelow,-0.6251011969904825,0.6251011969904825
v2juncind_ord_codehigh,-0.6250551994565594,0.6250551994565594
v2mecenefm_osp,-0.6249524040212994,0.6249524040212994
v2peapssoc_osp_codelow,-0.6243502512413848,0.6243502512413848
v2dlcountr_osp_codelow,-0.6237864917528322,0.6237864917528322
v2meharjrn_ord,-0.62357032388042,0.62357032388042
v2xeg_eqprotec_codelow,-0.623534859978162,0.623534859978162
v2mecrit_osp,-0.6234456758546466,0.6234456758546466
v2medpolstate_osp_codelow,0.6233819118423849,0.6233819118423849
e_v2xdl_delib_5C,-0.6228909367205488,0.6228909367205488
v2dlengage_osp,-0.6227211670407917,0.6227211670407917
v2medpolstate_osp,0.6225561097427418,0.6225561097427418
v2csprtcpt_osp,-0.6224927473801968,0.6224927473801968
v2x_cspart_sd,0.6219979214794653,0.6219979214794653
v2meharjrn_ord_codehigh,-0.6219377397664871,0.6219377397664871
v2x_polyarchy_codehigh,-0.6216670737946063,0.6216670737946063
v2xpe_exlpol_codehigh,0.6212831114979828,0.6212831114979828
v2exrescon_osp_codehigh,-0.6212093824159479,0.6212093824159479
v2clsocgrp,-0.6203029471643041,0.6203029471643041
v2canonpol_osp,-0.6201492845922172,0.6201492845922172
v2lginvstp,-0.6201405039642073,0.6201405039642073
v2lgotovst_ord_codelow,-0.6199646276956169,0.6199646276956169
v2ddsignci,0.6198943993548977,0.6198943993548977
v2peasjpol_codelow,-0.6198824132886267,0.6198824132886267
v2csprtcpt_codelow,-0.6198601809250797,0.6198601809250797
v2xeg_eqprotec,-0.6198221334576232,0.6198221334576232
v2exrescon_osp,-0.6196639218175475,0.6196639218175475
v2xme_altinf_codelow,-0.6196496886554443,0.6196496886554443
v2peasjpol_osp,-0.6195079907931598,0.6195079907931598
v2edcenttxbooks_osp_codelow,0.6194251022541435,0.6194251022541435
v2clacjstw_osp_codelow,-0.6193158473682253,0.6193158473682253
v2xel_frefair,-0.6189932452750135,0.6189932452750135
v2psprlnks_ord,-0.6185175209346215,0.6185175209346215
v2canonpol_osp_codehigh,-0.618485813182671,0.618485813182671
v2elirreg,-0.6184040046751182,0.6184040046751182
e_v2x_polyarchy_5C,-0.6182402964665766,0.6182402964665766
e_uds_pct025,-0.6181738839504931,0.6181738839504931
v2exbribe_osp_sd,0.6172054405741145,0.6172054405741145
v2clsocgrp_codehigh,-0.6169911815787336,0.6169911815787336
v2xeg_eqprotec_sd,0.616901772607788,0.616901772607788
v2psprlnks_ord_codehigh,-0.6167257360766596,0.6167257360766596
v2psplats,-0.6166892303660253,0.6166892303660253
v2elintim_codehigh,-0.6163070595409152,0.6163070595409152
v2clsocgrp_osp,-0.6162659446026871,0.6162659446026871
v2peasjpol_sd,-0.6160580199248427,0.6160580199248427
v2elirreg_osp_codelow,-0.6160374595312996,0.6160374595312996
v2csprtcpt_ord,-0.6156460393755551,0.6156460393755551
v2clacjstw_codelow,-0.6152699364327385,0.6152699364327385
v2dlengage_osp_codehigh,-0.6151653848238455,0.6151653848238455
v2exrescon_osp_codelow,-0.6151390377805547,0.6151390377805547
v2dlcountr_osp,-0.6150667639114561,0.6150667639114561
v2peapssoc,-0.6149165390946212,0.6149165390946212
v2clacjstw_osp,-0.6141696115081007,0.6141696115081007
v2peapssoc_codehigh,-0.6139046290947826,0.6139046290947826
v2edcenttxbooks_ord,0.6134942478232095,0.6134942478232095
v2clacjstw_osp_codehigh,-0.6134045469312204,0.6134045469312204
v2elirreg_codehigh,-0.6133646805324352,0.6133646805324352
v2edcenttxbooks_osp,0.6131750056783791,0.6131750056783791
v2dlengage,-0.6129527229707672,0.6129527229707672
v2lgotovst_codelow,-0.6127384621341375,0.6127384621341375
v2dlengage_codelow,-0.6122639172837276,0.6122639172837276
v2elvotbuy_osp_codehigh,-0.612229600207972,0.612229600207972
v2dlengage_codehigh,-0.6122202817154474,0.6122202817154474
v2medpolstate_ord_codelow,0.6121822613743705,0.6121822613743705
v2dlengage_ord_codelow,-0.6119230259620544,0.6119230259620544
v2edideolch_rec_codehigh,-0.6117368250020482,0.6117368250020482
v2edideolch_rec_osp,-0.6116765208609339,0.6116765208609339
v2x_jucon_codehigh,-0.6116139925749676,0.6116139925749676
v2x_freexp_altinf_sd,0.6115811280427679,0.6115811280427679
v2clsocgrp_codelow,-0.6115638125319198,0.6115638125319198
v2lgotovst_osp_codehigh,-0.6115384078724282,0.6115384078724282
v2x_egal_sd,0.6114997410425965,0.6114997410425965
v2edcenttxbooks_ord_codehigh,0.6114294271793695,0.6114294271793695
v2clacjstm_osp_codehigh,-0.6113757665990175,0.6113757665990175
v2xdl_delib_codehigh,-0.6113589542391411,0.6113589542391411
v2canonpol_osp_codelow,-0.6109925479480182,0.6109925479480182
e_v2x_delibdem_3C,-0.6107976049722428,0.6107976049722428
v2medpolstate,0.6107479721184766,0.6107479721184766
v2x_horacc_osp,-0.6103930425220968,0.6103930425220968
e_v2x_jucon_5C,-0.6103017189571965,0.6103017189571965
v2x_diagacc,-0.6101310370445054,0.6101310370445054
v2x_diagacc_codehigh,-0.6099651512749173,0.6099651512749173
v2x_diagacc_codelow,-0.6098499747003145,0.6098499747003145
v2canonpol_codehigh,-0.609681240223491,0.609681240223491
v2peapssoc_codelow,-0.6085597768896092,0.6085597768896092
v2medpolstate_codelow,0.608369002166815,0.608369002166815
v2clacjstm_ord,-0.6083044045552011,0.6083044045552011
v2canonpol,-0.608266397639581,0.608266397639581
v2clacjstm_ord_codehigh,-0.6080145638321159,0.6080145638321159
v2medpolstate_osp_codehigh,0.6077467642198151,0.6077467642198151
v2x_liberal_codehigh,-0.6073772769411176,0.6073772769411176
v2xpas_democracy_government,0.6071226649509506,0.6071226649509506
v2lginvstp_osp,-0.6070686430906997,0.6070686430906997
v2lginvstp_osp_codehigh,-0.6067486269803118,0.6067486269803118
v2juncind_ord_codelow,-0.606721638931701,0.606721638931701
v2mecenefm_ord_codehigh,-0.6066097954694725,0.6066097954694725
v2lginvstp_osp_codelow,-0.6065882902144022,0.6065882902144022
v2edcenttxbooks_codelow,0.6065878511294803,0.6065878511294803
v2xed_ed_con,-0.6065248872336513,0.6065248872336513
v2edcenttxbooks,0.6056362540679886,0.6056362540679886
v2x_EDcomp_thick,-0.6051023476813201,0.6051023476813201
v2clsocgrp_osp_codehigh,-0.604620234929679,0.604620234929679
v2elirreg_osp,-0.6041102828041999,0.6041102828041999
v2canonpol_codelow,-0.60398528026719,0.60398528026719
v2clrspct_sd,-0.6039563568190105,0.6039563568190105
v2jupurge_osp_sd,0.6038791443883448,0.6038791443883448
v2xedvd_me_inco_codehigh,0.6038377219837101,0.6038377219837101
v2xpe_exlsocgr_codehigh,0.603742945062052,0.603742945062052
e_v2x_partipdem_5C,-0.6034645437790638,0.6034645437790638
v2lgotovst_ord_codehigh,-0.6029578626845755,0.6029578626845755
e_v2xdl_delib_4C,-0.6029124980813759,0.6029124980813759
v2mecrit_ord_codelow,-0.6023316772068567,0.6023316772068567
v2csprtcpt_ord_codelow,-0.6020767406258694,0.6020767406258694
v2xed_ed_cent_codelow,0.6019134055032933,0.6019134055032933
v2dlcountr_osp_codehigh,-0.6015793771175605,0.6015793771175605
v2edcenttxbooks_ord_codelow,0.6014019737106968,0.6014019737106968
